file,story_code,story_name,event_id,dialogue_id,content,figure_art
level_main_15-06_end.json,15-7,临界时刻,main_15,376,（未知语言）你来了，{@nickname}。,
level_main_15-06_end.json,15-7,临界时刻,main_15,382,（未知语言）不，我一直在想你刚刚说的话。,
level_main_15-06_end.json,15-7,临界时刻,main_15,383,（未知语言）“不存在描述神的语言，因为神本身的存在是绝对不可理解的。”,
level_main_15-06_end.json,15-7,临界时刻,main_15,385,（未知语言）如果我假设这是一个正确的前提。,
level_main_15-06_end.json,15-7,临界时刻,main_15,386,（未知语言）以此为出发点，创造一种足够描述神的语言，是否也意味着神能够被我们理解？,
level_main_15-06_end.json,15-7,临界时刻,main_15,387,（未知语言）难道你不为此而激动吗？,
level_main_15-06_end.json,15-7,临界时刻,main_15,388,（未知语言）也许我们为了找到那个问题的答案，一直都走在了错误的道路上——试图借助宇宙已经诞生的规则去解读宇宙的本质。,
level_main_15-06_end.json,15-7,临界时刻,main_15,390,（未知语言）哈哈，是吗？,
level_main_15-06_end.json,15-7,临界时刻,main_15,392,（未知语言）那干脆就从现在开始，如何？,
level_main_15-15_end_variation02.json,15-17,“她”,main_15,96,......,avg_npc_1718_1#2$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,114,你很让我惊喜，AMa-10。,avg_npc_1718_1#1$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,115,你以切断自己双生循环的系统为代价来脱离我的控制，哪怕这样会使你的生命变得脆弱不堪。,avg_npc_1718_1#1$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,116,不过，你真的打算用这样的方式杀了我吗？,avg_npc_1718_1#1$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,141,你所说的两个人，我的确在源石内部见过他们。,avg_npc_1718_1#1$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,142,他们的努力的确出人意料，是令人惊喜的挣扎。,avg_npc_1718_1#1$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,144,所以呢？你又如何确信，在这里杀了我不是徒劳之举？,avg_npc_1718_1#10$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,148,......,avg_npc_1718_1#2$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,149,......你怎么能做到？,avg_npc_1718_1#2$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,155,......？,avg_npc_1718_1#3$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,159,你为了反抗我，竟然会做到这一步——,avg_npc_1718_1#7$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,202,......！,avg_npc_1718_1#7$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,337,有力的反抗，AMa-10，你的计划奏效了。,avg_npc_1718_1#1$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,338,诚如你所说，现在你们的确有杀死我的机会......,avg_npc_1718_1#1$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,340,可是，只是一个用源石塑造出的替身，就会让你如此慌张吗？,avg_npc_1718_1#10$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,344,AMa-10，我无意与你辩论你信奉的价值。,avg_npc_1718_1#10$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,345,你一直以来所坚持的事，它们太渺小，我甚至无法找到一种可信的逻辑架构来评价它们的意义。,avg_npc_1718_1#10$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,346,可是实验中的确会出现这样的情况，一些细小的误差，最终造成了巨大的妨碍。我不得不接受这样的结果。,avg_npc_1718_1#10$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,347,我很遗憾，要将你当作这个误差来抹除。,avg_npc_1718_1#10$1
level_main_15-15_end_variation02.json,15-17,“她”,main_15,388,可惜。,avg_npc_1718_1#8$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,77,......你们的确在我的项目里非法搭建了后门，还屏蔽了我的部分权限。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,78,数据告诉我，我正在失去这一枚源石。我的维护目前看来收效甚微。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,79,应该称赞你们，贸然的举动起到了效果。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,84,Dr.{@nickname}......看来你们已经见过面了。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,85,那我也来做一下自我介绍好了。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,86,普瑞赛斯，语言学家，Dr.{@nickname}的合作伙伴。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,94,你急于对抗毫无认知的现实，特雷西斯。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,95,当初与{@nickname}在卡兹戴尔边境合谋时，你表现得冷静得多。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,97,监视？不。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,98,我早就没有观察一个新诞文明演化历程的精力和热情了。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,99,只是刚刚检查了源石里新增的数据，顺便确认了些我感兴趣的信息。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,100,特雷西斯，索求源石的扩张是我与{@nickname}的共识。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,101,如今泰拉的现状，虽然部分超出了我们的预计，但并未脱离它预定的轨道。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,102,你们试图夺取这枚源石的举动的确令我意外。可无论你们如何挣扎，源石都终将完成它的使命。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,107,“命运”......你依然认为，源石站在你们文明命运的对立面？,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,108,如果你真的了解你们族群的历史，那你是否疑惑过......为什么你们会演化成与我们相近的模样？,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,110,很遗憾，你仍然对你所对抗的事物一无所知。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,117,看来你注意到了。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,119,虚与实在源石的语言中并不存在截然相反的定义。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,120,创造这门语言之初，我希望它能解读我们用尽一切资源都难以解答的终极问题——,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,121,“祂”。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,122,{@nickname}也曾对这片大地上的物种抱有期许......用源石指引它们演化与寻找希望，赠与它们面对祂，甚至是跨过祂的机会。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,123,可惜事实是，它们终究会经历绝望。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,124,“提卡兹”，你们本不在计划之中，却意外成为了对源石污染最为严重的物种。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,125,你站在这里，连我都不得不赞叹你们的勇气。,
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,152,你的暴力毫无意义。,avg_npc_1718_1#1$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,167,我说过，这并无意义。,avg_npc_1718_1#8$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,244,继续处理这些杂乱的信息会消耗更多的必要能源，这并不值得。,avg_npc_1718_1#1$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,252,这是你想要的结局吗？,avg_npc_1718_1#2$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,253,萨卡兹的数据已经污染了内化宇宙中的部分区域。虽然那些数据都被删除了，但被改写的架构我暂时也无暇调整。,avg_npc_1718_1#2$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,254,你完全可以用另一种方式“存活”于内化宇宙之中。,avg_npc_1718_1#2$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,420,两个泰拉人，一个被忽视的脆弱种族。,avg_npc_1718_1#2$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,421,我想，我开始理解为何你如此在意他们了......{@nickname}。,avg_npc_1718_1#2$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,495,你找到你想要的答案了吗？,avg_npc_1718_1#1$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,501,泰拉，你的家乡。,avg_npc_1718_1#8$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,505,希尔达，我想给你一个选择。,avg_npc_1718_1#8$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,506,你可以留下，继续学习那些你所渴望的知识，去解答你自己内心的疑惑。,avg_npc_1718_1#8$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,507,或者，我可以送你回家。,avg_npc_1718_1#8$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,511,但那意味着你可能会彻底失去解答内心困惑的机会。,avg_npc_1718_1#1$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,512,你也会发现自己与曾经的同胞截然不同，那会使你更加痛苦。,avg_npc_1718_1#1$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,513,希尔达，我尊重你的决定。,avg_npc_1718_1#1$1
level_st_15-02.json,15-16,永恒与此刻的误差,main_15,661,好久不见。,
level_main_15-15_beg.json,15-17,“她”,main_15,139,{@nickname}，是你先我一步呢。,avg_npc_1718_1#8$1
level_main_15-15_beg.json,15-17,“她”,main_15,140,你没有留在唤醒室等待我，与我一同分享第一次看见这个新世界的喜悦。,avg_npc_1718_1#8$1
level_main_15-15_beg.json,15-17,“她”,main_15,141,可我又怎么忍心责怪你这一点小小的心急呢？,avg_npc_1718_1#8$1
level_main_15-15_beg.json,15-17,“她”,main_15,147,虽然这样的重逢和我们预期的有所不同，不过我也愿意接受这种意外的体验。,avg_npc_1718_1#1$1
level_main_15-15_beg.json,15-17,“她”,main_15,149,我们无数次一同畅想过，在时间的另一头，我们从休眠中苏醒后第一次见面的情景。,avg_npc_1718_1#9$1
level_main_15-15_beg.json,15-17,“她”,main_15,150,源石已经完全包裹这颗星球，我们可以在其上自由地漫步，这是只属于我们的世界。,avg_npc_1718_1#9$1
level_main_15-15_beg.json,15-17,“她”,main_15,152,这个世界离我们共同的终极愿景只有一步之遥，我们正步向新的希望......,avg_npc_1718_1#1$1
level_main_15-15_beg.json,15-17,“她”,main_15,153,而且，那应该是一个明媚的晴天。,avg_npc_1718_1#1$1
level_main_15-15_beg.json,15-17,“她”,main_15,176,{@nickname}，这样的问题令我感到陌生。,avg_npc_1718_1#2$1
level_main_15-15_beg.json,15-17,“她”,main_15,177,这是我们共同的创造，只属于你我二人的结晶，是希望的种子。,avg_npc_1718_1#2$1
level_main_15-15_beg.json,15-17,“她”,main_15,178,但是很可惜......你已经不记得了，对吗？,avg_npc_1718_1#2$1
level_main_15-15_beg.json,15-17,“她”,main_15,184,我知道，因为一些遗憾的意外，你失去了一部分记忆。,avg_npc_1718_1#2$1
level_main_15-15_beg.json,15-17,“她”,main_15,185,虽然遗憾，但我相信，只是一部分记忆的缺失不会改变你的本性，我们之间的联系无可动摇。,avg_npc_1718_1#2$1
level_main_15-15_beg.json,15-17,“她”,main_15,186,我并不想对你有任何苛待，但是我希望你能理解——时间很紧张，我们还有许多事要做。,avg_npc_1718_1#2$1
level_main_15-15_beg.json,15-17,“她”,main_15,188,不过，我们总还是可以享受共事的时光，对吗？,avg_npc_1718_1#8$1
level_main_15-15_beg.json,15-17,“她”,main_15,189,回到我的身边，Dr.{@nickname}......,avg_npc_1718_1#8$1
level_main_15-15_beg.json,15-17,“她”,main_15,229,......,avg_npc_1718_1#2$1
level_main_15-15_beg.json,15-17,“她”,main_15,233,是你啊......AMa-10。同样好久不见了。,avg_npc_1718_1#10$1
level_main_15-15_beg.json,15-17,“她”,main_15,234,虽然你现在的模样和诞生之初相去甚远，可我怎会不认识自己倾注了情感的造物呢？,avg_npc_1718_1#10$1
